"anio","numero","enunciado","opcion1","opcion2","opcion3","opcion4","opcion5","correcta"
"2012","95","Paciente diagnosticado de crisis epilépticas en las que coexisten las crisis tónico-clónicas con episodios de crisis de ausencia y que ha iniciado un trastorno afectivo bipolar. El neurólogo le prescribe un antiepiléptico que sea capaz de tratar todo el cuadro. Es muy probable que se le haya prescrito:","Fenitoína.","Topiramato.","Valproato.","Lamotrigina.","Etosuximida.","3"
"2012","96","Paciente que ingresa en el servicio de urgencias por accidente cerebrovascular de origen trombótico y de evolución inferior a las 3 horas. El tratamiento farmacológico incluirá la administración de:","Clopidogrel.","Ácido tranexámico.","Dipiridamol.","Alteplasa.","Epoprostenol.","4"
"2012","97","De los antipsicóticos reseñados, ¿cuál de ellos posee una mayor eficacia sobre la sintomatología negativa de la esquizofrenia?:","Haloperidol.","Amisulpirida.","Clorpromazina.","Clozapina.","Zuclopentixol.","4"
"2012","98","¿Cuál de los fármacos reseñados se utiliza en el tratamiento profiláctico de las crisis de migraña?:","Ergotamina.","Codeína.","Topiramato.","Clorpromazina.","Dexametasona.","3"
"2012","99","En los casos de infección urinaria en embarazo, ¿cuál es el fármaco que se utiliza con más frecuencia por su seguridad?:","Ciprofloxacino.","Tetraciclina.","Fosfomicina.","Ticarcilina.","Cloranfenicol.","3"
"2012","100","De los fármacos reseñados, ¿cuál de ellos está absolutamente contraindicado durante el embarazo (categoría X)?:","Misoprostol.","- 10","Doxilamina.","Metoclopramida.","Domperidona.","1"
"2012","101","101. Señale un inhibidor de beta-lactamasas entre los fármacos que se mencionan:","Linezolido.","Sulbactam.","Piperacilina.","Azlocilina.","Cefradina.","2"
"2012","102","102. Con respecto a la actividad farmacológica de la artemisinina (lactona sesquiterpéntica) extraída de Artemisia annua:","Es un potente hepatoprotector.","Es un potente colagogo.","Es un potente antitumoral.","Es un antimalárico selectivo.","Es un potente antiviral.","4"
"2012","103","103. ¿Cuál es la ruta biosintética de los terpenos en plantas?:","Se sintetizan por la ruta del ácido mevalónico o por la ruta de ácidos grasos.","Se sintetizan por la ruta de ácido mevalónico o por la ruta dexosi-xilulosa fosfato (DOXP) también llamada GAP/Piruvato.","Se sintetizan por la ruta del mevalónico y la ruta del sikímico.","Se sintetizan por la ruta del ácido sikímico o por la ruta dexosi-xilulosa fosfato (DOXP) también llamada GAP/Piruvato.","Se sintetizan por la ruta de poliacetatos.","2"
"2012","104","104. La galantamina es un alcaloide:","Indolterpénico con actividad amebicida.","Derivado de las fenetilisoquinoleinas con actividad citotóxica.","De la familia Amaryllidaceae con actividad acetilcolinesterasa.","Tetrahidroisoquinoleico con actividad analgésica.","Benzilisoquinoleico con actividad curarizante.","3"
"2012","105","105. De acuerdo a los conceptos sobre el tiempo de vaciado gástrico. ¿Cuál de las siguientes frases es cierta?:","Las grasas retrasan el vaciado gástrico.","El tiempo de vaciado gástrico no influye en la velocidad de absorción de comprimidos de rápida disolución en estómago.","Los fármacos colinérgicos poseen un efecto inhibidor del vaciado.","La cinética del vaciado gástrico en general es de orden cero.","El volumen de alimento ingerido no afecta a la cinética del vaciado.","1"
"2012","106","106. Indique la sentencia falsa en relación con la excreción biliar de fármacos:","Los alimentos ricos en proteínas y grasas aumentan la secreción biliar.","Implica un mecanismo de transporte activo.","La mayoría de los fármacos excretados en bilis son metabolitos glucurónidos.","La excreción biliar es inespecífica de la estructura molecular de los fármacos.","Una elevada polaridad favorece la excreción biliar de los fármacos.","4"
"2012","107","107. ¿Cuál de los siguientes fármacos presenta una eliminación aumentada en la orina básica?:","Barbitúricos.","Morfina.","Anfetamina.","Nicotina.","Codeína.","1"
"2012","109","109. Para un fármaco monocompartimental que sigue cinética dosis-independiente y es administrado en dosis múltiples por vía oral, su concentración plasmática media el estado de equilibrio estacionario será menor si:","El fármaco se administra en una nueva forma de dosificación con una biodisponibilidad en magnitud mayor.","El fármaco se administra en una nueva forma de dosificación con una biodisponibilidad en velocidad menor.","Disminuye el intervalo de dosificación.","Aumenta el aclaramiento del fármaco.","Aumenta la velocidad de dosificación","4"
"2012","110","110. Para uno de los siguiente fármacos su absorción gastrointestinal es pH-dependiente:","Fenitoína; fármaco de carácter ácido y pKa=8,2.","Diacepam; fármaco de carácter básico con pKa=3,2.","Clortalidona; fármaco de carácter ácido y pKa=9,4.","- 11","Antipirina; fármaco de carácter básico con pKa=1,4.","5"
"2012","111","111. Dos medicamentos son bioequivalentes cuando:","Contienen la misma dosis de fármaco.","Presentan una biodisponibilidad similar.","Son químicamente equivalentes.","Sufren procesos de biotransformación similares.","Presentan la misma semivida biológica.","2"
"2012","112","112. El efecto de primer paso o metabolismo presistémico, observado en algunos fármacos administrados por vía oral:","Puede tener lugar a nivel intestinal en el que los enterocitos tienen enzimas responsables de reacciones metabólicas en fase I (CYP3A4 y CYP2C9) y/o a nivel hepático.","Sólo tiene lugar a nivel hepático, lugar donde están presentes las enzimas responsables de reacciones metabólicas en fase I y fase II.","Sólo se produce una vez que el fármaco accede al torrente circulatorio desde el cual se distribuye a los diferentes órganos y tejidos en los que pueden ocurrir reacciones metabólicas.","Sólo se produce en fármacos que se excretan rápidamente en su totalidad en forma inalterada a través de la orina.","Se produce únicamente a nivel intestinal en el que los enterocitos tienen enzimas responsables de reacciones metabólicas en fase I (CYP3A4 y CYP2C9).","1"
"2012","113","Un fármaco cuya dosis terapéutica se disuelve en 250 mL de agua y es capaz de absorberse más del 90% cuando se administra por vía oral ¿a qué clase biofarmacéutica consideras que pertenece?:","Clase I.","Clase II.","Clase III.","Clase IV.","Esta información es insuficiente para poder establecer a qué clase biofarmacéutica pertenece.","1"
"2012","114","Un fármaco altamente liposoluble se distribuye en el agua corporal total y se une a proteínas plasmáticas y tisulares en un 90% y 99%, respectivamente. ¿Qué valor aproximado podría presentar su volumen aparente de distribución?. Asumir que el volumen de plasma es de 3 L, el agua extracelular 15 L y el agua corporal total 40 L:","37,3 L.","3,37 L.","373 L.","150.","15,3 L.","3"
"2012","115","El farmacéutico tiene que tener especial cuidado con los pacientes tratados con warfarina dado que puede interaccionar con muchos otros fármacos. Indique con cuál de los siguientes fármacos en su interacción con la warfarina no produce un mecanismo de inducción del metabolismo de la misma:","Barbituratos.","Carbamazepina.","Colestiramina.","Dicloxacilina.","Griseofulvina.","3"
"2012","116","Se administró un nuevo fármaco antibiótico por vía I.V. en dosis única de 4 mg/Kg a 5 voluntarios cuya edad estaba comprendida entre 23 y 38 años (peso medio 80 Kg). La farmacocinética de las curvas de concentración plasmáticatiempo para este fármaco se fijaron a un modelo monocompartimental orden uno. La ecuación de la curva que mejor fijó los datos es Cp=80 e -0,46t . Asumiendo para Cp las unidades de µ g/mL y h para el tiempo, ¿cuál sería el Vd?:","1 mL.","4 mL.","40 mL.","400 mL.","4000 mL.","5"
"2012","117","El aclaramiento total corporal para un fármaco es 15 mL/min/kg. Teniendo en cuenta que el aclaramiento renal es 10 mL/min/kg, ¿cuál sería el aclaramiento hepático para este fármaco?:","0 mL/min/kg.","1,5 mL/min/kg.","5 mL/min/kg.","25 mL/min/kg.","150 mL/min/kg.","3"
"2012","118","Se inicia el tratamiento con digitoxina en un paciente varón de 60 años de edad que presenta fibrilación ventricular y aclaramiento de creatinina de 25 mL/min. Sabiendo que la semivida de eliminación de la digitoxina es de 7 días y su proceso de eliminación no se altera en insuficiencia renal, señale los días de tratamiento que se requieren para alcanzar una concentración plasmática de digitoxina equivalente al 90% de la concentración plasmática esperada en estado de equilibrio estacionario, en caso de que no se administre dosis de choque y se administre una dosis de mantenimiento de 0,1 mg/día:","14.","21.","- 12","23.","28.","3"
"2012","119","119. Generalmente, para los fármacos monocompartimentales que siguen cinética lineal y se administran en dosis múltiples por vía oral con absorción muy rápida, cuando el intervalo de dosificación coincide con la semivida biológica del fármaco, la dosis de choque debe ser:","El doble de valor que se obtiene al dividir la dosis de mantenimiento por el índice de acumulación.","Igual a la dosis de mantenimiento.","La mitad de valor que se obtiene al multiplicar la dosis de mantenimiento por el factor de acumulación.","El doble de índice de acumulación.","El doble de la dosis de mantenimiento.","5"
"2012","120","¿Cuál de los siguientes compuestos se emplea como fuente de carbono para la síntesis de glucosa?:","Acetil-CoA.","NADH+H + .","Insulina.","Lactato.","Ácido palmítico.","4"
"2012","121","¿Cuál de las siguientes vitaminas liposolubles es un elemento de la cadena de transporte electrónico mitocondrial?:","Coenzima Q (ubiquinona).","Vitamina E ( α -tocoferol).","Vitamina A (retinol).","Vitamina D.","Vitamina K.","1"
"2012","122","En el tratamiento dietético de la homocistinuria se usa:","Metionina.","S-adenosilmetionina.","Piridoxina.","Serina.","Cafeína.","3"
"2012","124","Una reacción catalizada por una de las siguientes enzimas NO depende de pirofosfato de tiamina:","Piruvato descarboxilasa.","Piruvato deshidrogenasa.","Alfa-cetoglutarato deshidrogenasa.","Transcetolasa.","Lactato deshidrogenasa.","5"
"2012","125","125. Entre las siguientes, la atracción interatómica más fuerte es:","Enlace de hidrógeno.","Enlace covalente simple.","Interacción iónica.","Interacción hidrofóbica.","Interación de van der Waals.","2"
"2012","126","El catabolismo de los triacilglicéridos almacenados en el tejido adiposo está catalizado principalmente por la:","Lipoproteína lipasa o LPL.","Fosfolipasa D.","Colipasa.","Triacilglicérido lipasa o Lipasa sensible a las hormonas (HSL).","Glicerol quinasa.","4"
"2012","127","Un aumento de colesterol en la sangre:","Aumenta la velocidad de síntesis de la HMGCoA reductasa (hidroximetilglutaril CoA reductasa).","Disminuye la síntesis de cuerpos cetónicos.","Inhibe la actividad de la HMG-CoA reductasa (hidroximetilglutaril CoA reductasa).","Aumenta la síntesis de mevalonato.","Activa la beta-oxidación de los ácidos grasos.","3"
"2012","128","¿Cuál de las siguientes hormonas inhibe la glucogenolisis?:","Glucagón.","Insulina.","Adrenalina.","Cortisol.","Acetilcolina.","2"
"2012","129","La síntesis de cuerpos cetónicos se produce en:","El hígado a partir de acetil-CoA.","El cerebro a partir de glucosa.","El músculo esquelético a partir de alanina.","El riñón a partir de glicerol.","El páncreas a partir de glucosa.","1"
"2012","130","La cinética de reacción sigmoidal es característica de la regulación enzimática de tipo:","Competitiva.","Irreversible.","Alostérica.","No competitiva.","Covalente.","3"
"2012","131","Una deficiencia de vitamina C afectará a la síntesis de:","Glucógeno.","Colágeno.","Colesterol.","Hemoglobina.","Inmunoglobulinas.","2"
"2012","132","La sibutramina usada para el tratamiento de la obesidad es:","Activador de la lipólisis.","Inhibidor de la lipasa pancreática.","Inhibidor de la digestión.","Activador endocannabinoide.","Inhibidor de la recaptación de serotonina.","5"
"2012","133","La enfermedad de Wilson se caracteriza por:","El déficit de cobre.","El déficit de hierro.","Acumulación de hierro.","Acumulación de cobre.","El déficit de hierro y cobre.","4"
